Dates,World Momentum,US Quality,World Low Volatility,EU Gov bonds 7-10y,EU Corp Large Cap bonds,US TIPS 0-5y,US Short Treasury,ETC GOLD
2024-12-19,-0.02739805898860026,-0.015622837422248459,-0.05038028705447106,-0.01426632442572573,-0.014098936109288807,-5.062304016856256e-5,0.0030093021751886884,-0.008764370215657347
2024-11-29,0.03959836060044508,0.07641247097669601,0.03321960334616203,0.026179687129939566,0.018286804409016533,0.002762994263887819,0.0038264130244392014,-0.002053135147646157
2024-10-31,-0.004526601482172765,0.01832653438667764,-0.01962777694214568,-0.016019515105025306,-0.004550895767059582,-0.004503531855655107,0.003536767151971487,0.06877028933104223
2024-09-30,0.021579965807375645,0.00833078254594044,0.005261628471000979,0.01617319734599043,0.012509107900075644,0.012088713095180337,0.004268430300822468,0.043649515409573736
2024-08-30,0.016583920249416906,0.004870633792047663,0.04219339799976218,0.0024292948376831713,0.0019302701420387258,0.0063821851644081384,0.005086029439945294,0.011583190375714869
2024-07-31,-0.021216718788837463,-0.010989003889851245,0.04588180734606029,0.0257854273424174,0.016764826479613193,0.00571657029886774,0.005112127642163067,0.02972326119333335
2024-06-28,0.054447453931102174,0.06509542056662809,0.016353661976676648,0.0026615359517472292,0.00821617389387419,0.007273462548892162,0.003749722026547664,0.011046300573490875
2024-05-31,0.0386337403767536,0.01795334358036471,0.013788578099729776,-0.0022608010061571093,8.193615826688205e-4,0.009096662786353127,0.004759032093490934,-5.784848933348963e-4
2024-04-30,-0.03511613238751099,-0.024673703949102732,-0.03470135351332948,-0.016152050631841997,-0.010620120924056953,-0.0011783684095767466,0.004381659876907973,0.046674741860208036
2024-03-28,0.05021277894365017,0.029161200954674227,0.024679338431529585,0.011333491476497759,0.013334516425864695,0.005926660103460213,0.00380553402985484,0.0857392976559832
2024-02-29,0.08394832422533316,0.057885634615303605,0.005222779377075604,-0.014369574782168937,-0.008897495265533961,-0.001774922790254374,0.004108756009508552,0.22077309766982012
2024-01-31,0.052767921667925544,0.04661708125320718,0.027158405539720487,-0.005320868510758858,-0.0030643458620466246,0.006550138218296642,0.003928478265597057,0
2023-12-29,0.0506802649813316,0.04117090311785754,0.027208573090375054,0.03986972426307345,0.02750338429031096,0.008911609535785292,0.004736684713385397,0
2023-11-30,0.0901001248439981,0.051012299331822275,0.055626276434427746,0.03347146372798049,0.025063333038314983,0.010229799836424025,0.005357076516779635,0
2023-10-31,-0.02247194040610556,-0.02307542302538146,-0.017327638953824387,0.007193377014343971,0.005600890970107297,0.0035092346807690245,0.004484266175123652,0
2023-09-29,-0.03993037372551944,-0.024219448676982114,-0.026434790569803024,-0.031067606670070913,-0.010059027041549373,-2.925061621159575e-4,0.00410909868350795,0
2023-08-31,-0.010927587843070019,0.015564921461602932,-0.012875536480686733,0.004504796035455394,-6.671317768855989e-4,0.0010730162610577132,0.004513374128429115,0
2023-07-31,0.024145204288999578,0.02866178701110278,0.014808335392427985,-0.002328359471671093,0.00866489214617383,0.004606107786278679,0.004533733538738316,0
2023-06-30,0.06513987593175252,0.040090497107655,0.0307057450410817,-0.004581466610204199,-0.0034641630572264104,-0.002346476255746466,0.003958075655543736,0
2023-05-31,-0.04934414914210328,0.04489787848960525,-0.04181005419534989,0.006736524237477504,0.0014187104982721355,-0.0057885496625198485,0.00317645639119557,0
2023-04-28,0.028165134814901016,0.0028005193641897907,0.027944782291708714,-0.0011825277798503953,0.004106333000533535,0.0017343462177632496,0.002587646728068771,0
2023-03-31,0.006649438758959292,0.011439208742260565,0.03553118123850796,0.029668939052314824,0.016505169177189583,0.01945003388862676,0.0055115610458471576,0
2023-02-28,-0.02643411624831904,0.0076846737557607625,-0.028469791229495223,-0.02409250450803213,-0.01822415694456303,-0.002938315689226645,0.003359714119405721,0
2023-01-31,0.007792683994158001,0.04556936612402529,0.010791408368430622,0.031424185112918,0.017785973542087552,0.0037358059346404016,0.0021785635322852936,0
2022-12-30,-0.015346191939716314,-0.06140914890368543,-0.003941261589141876,-0.051624838539679696,-0.018948025054950524,0.004741348236563914,0.004776162308351539,0
2022-11-30,0.04357542121680602,5.388768498835184e-4,0.04610193134059726,0.02162748269956083,0.032040337911267036,-9.84523506851076e-4,0.003194279135975586,0
2022-10-31,0.08594539806731771,0.052171942593502996,0.04463583981139796,0.0057476499291897465,-0.0011947653319108742,0.008033228202358744,0.0010991873273762387,0
2022-09-30,-0.06838735762800008,-0.061122289159624144,-0.06085673093836641,-0.045889509949149865,-0.029602036424503986,-0.030107714212531,0.0010809308309460697,0
2022-08-31,-0.015578567626406414,-0.021465075069679762,-0.02299261400031627,-0.05808697306752009,-0.053992931895946894,-0.011599201539521986,0.0011965849244979232,0
2022-07-29,0.041328687526042795,0.10947983182696874,0.033030224521375384,0.046402605180134726,0.05602788648144652,0.017214695272712355,6.985664483920573e-4,0
2022-06-30,-0.07568728389539281,-0.06627810065628936,-0.04144435753225595,-0.01871410469128676,-0.03441636794833525,-0.014862874592910025,-9.969267981985164e-4,0
2022-05-31,-0.02489121472907385,-0.045637153588137025,-0.02361932211016482,-0.015856451141467276,-0.009372403545321761,0.0015695513821558649,7.981567145958213e-4,0
2022-04-29,-0.10360424331972606,-0.023047513540860542,-0.04097266900334873,-0.03872196262621841,-0.03128101515779724,-5.718589858664247e-4,0,0
2022-03-31,0.05567447379985957,0.06324233134124779,0.049466909217671606,-0.02985074297260004,-0.016051549884150473,-0.003041254042192576,-3.989723323858385e-4,0
2022-02-28,-0.013647443753047384,-0.028586239272526903,-0.009865000118837952,-0.018967383270350413,-0.022847068028443163,0.009014253019644425,-1.994463793993928e-4,0
2022-01-31,-0.09111048246343367,-0.07801419671356191,-0.06277376562525327,-0.013160212735571108,-0.017130122748906462,-0.006478801628239439,-3.986274202075757e-4,0
2021-12-30,0.01926548362826619,0.032047514301106306,0.05330604496246183,-0.014848185063859431,-2.6485136029119616e-4,0.0032499286355875956,-1.9922084874890444e-4,0
2021-11-30,-0.02908078116169488,0.02514694581027843,-0.014646510508976918,0.0200606684182405,0.0024485503928386443,0.0034529402284140254,0,0
2021-10-29,0.06805057953986182,0.06685417583776898,0.02821535494546068,-0.013878358413441871,-0.007149903884683728,0.005594162190029728,0,0
2021-09-30,-0.03246755491159259,-0.03938477651188299,-0.043384649087012006,-0.013088188207402096,-0.006980573379110289,-0.001733274847898425,-1.1958199237627198e-4,0
2021-08-31,0.03275106650292581,0.03562207647294047,0.017351731278743676,-0.006179486968135084,-0.005147510195369853,0.0015431240081160702,0,0
2021-07-30,0.01729341564961584,0.033018336310628005,0.02930470773478011,0.018037012876156222,0.011916075550971739,0.012893094912701297,0,0.03718091338922713
2021-06-30,0.009529869350822118,0.059481758310390154,0.004878877544427729,0.004685143692806593,0.004877163692857067,3.9067044824148134e-4,0,-0.041425598462818236
2021-05-28,-0.012260682208616203,-5.885949980314331e-4,0.023177023239864702,-3.534694288603868e-4,-0.003281372491014234,0.0073366400886991645,-9.93760459727655e-5,0.05766929325162118
2021-04-30,0.06918132994725168,0.020788313512484002,0.025974063127903957,-0.009973303698042613,-2.8534572927552126e-4,0.00890401554146103,9.938592255265277e-5,0.011308650560939437
2021-03-31,-0.001857177295318424,0.07588874029981629,0.04711739374851409,0.005674668331899779,0.003282860302726842,0.008279347915767676,7.962137220474119e-5,0.019579494753698246
2021-02-26,-0.005373630544483143,0.0372804563517819,-0.014905677651459337,-0.018903634445841755,-0.012062493573364863,-0.003083044761047038,-9.949024007127605e-5,-0.06975182955694448
2021-01-29,0.010178091032329473,-0.006263380463999879,-0.015601785850803296,-0.003997775522492808,-7.752894120134357e-4,0.006959516271502375,2.9877254456822655e-4,-0.0034285344997373457
2020-12-30,0.053054684619321835,0.009009061573290733,0.025523812430245485,0.0015929618718137917,1.0413028781619538e-4,0.007668654690747845,0,0.03048142508098728
2020-11-30,0.08498882096689764,0.08174542513760663,0.06253795106517757,8.160559473866513e-4,0.009157888792824975,0.006193142872719548,1.992922890474702e-4,-0.07692798569939852
2020-10-30,-0.03452465294570084,-0.025928037044936514,-0.032693851287751485,0.008823370584839507,0.006502357911072343,-0.003096515989425064,-9.984886560954198e-5,0.0022431975021079964
2020-09-30,-0.01980927773269847,-0.014383422766661047,-0.013328155700363942,0.010674745372593941,0.0028714909034874836,-0.0010976247937986017,1.5889021037418516e-4,-0.0216941914521126
2020-08-28,0.06609309950049402,0.07232701461022484,0.029838869829736492,-0.0060256696621535655,8.587455199056127e-4,0.011608019969758354,9.923646422071997e-5,-0.015433050899584688
2020-07-31,0.07144353404811143,-0.0040268382872720165,0.033936683713023275,0.008587651527688367,0.01304927286778268,0.006501900441495234,2.977980499387911e-4,0.05325099010986434
2020-06-30,0.05271282270853761,-0.00681380600037873,-8.220492324861883e-4,0.010412498793553437,0.013818737682060434,0.006956742084210266,9.916945580767944e-5,0.01739766431612466
2020-05-29,0.045302597177818704,0.024586385934136645,0.02226893712753597,0.003917935405806983,0.003311047306995718,0.00698328694081507,-1.9851230664602593e-4,0.0021212598772459845
2020-04-30,0.07737212638681923,0.10869937787311845,0.058483370736649665,0,0.03859058590642084,0.014430986274255986,-2.9757349975045866e-4,0.06090444836779563
2020-03-31,-0.07085168197064806,-0.08821728674394924,-0.07848356713597604,-0.014256215426565078,-0.05960416485413256,-0.017012434339262694,0.005196431814845859,0.014700617189848053
2020-02-28,-0.0879814068228244,-0.08953761715031217,-0.0895522271213881,-0.007294579948819102,-0.01029069427616014,0.00486977490850915,0.0021790761548492465,0.008637531636755291
2020-01-31,0.03507618174580163,0.005195127958999679,0.022315433189684875,0.02516588805743214,0.010615074203937036,0.004126017732279719,0.0013886103907709835,0.05956374198773906
2019-12-30,0.02113461060767574,0.013807846370604171,0.010601372893929373,-0.008171986589297409,-6.247233166974953e-4,0.00738899836571294,0.0015897210788482496,0.01667049605438975
2019-11-29,0.027663443942397947,0.06021735167690734,0.011700512930990836,-0.01147615300372784,-0.002994909881821828,3.401912793929984e-4,8.948435180040626e-4,-0.020059261282617147
2019-10-31,0.010862057215873966,-0.003309241388491313,0.004111985230615511,-0.010142677418068291,-0.0017792650734692605,0.0022698358850661293,0.0025919597380887893,0.006731468764418658
2019-09-30,-0.005058662042132234,0.02862446973721866,0.011687800276112048,-0.004530588901597965,-0.00857638057771326,-0.0016619709719158937,0.0013553427520585082,-0.03213157149138246
2019-08-30,-0.01181542065208352,-0.018228825620301148,0.010509412309845478,0.020429786455273158,0.005948935469287209,0.004146482731085754,0.002273347099388312,0.08394195219190337
2019-07-31,0.02158766134982182,0.05159743489040203,0.012669774514513454,0.01606042800894203,0.014585415931429369,0.0015193163134239462,0.0015841951199420112,0.034107888882585646
2019-06-28,0.05873687109875947,0.03917663586644893,0.04512714054419398,0.020172632452184702,0.016262753301898414,0.006986573249182726,0.002780130453194918,0.06279769729282991
2019-05-31,-0.029804483570105567,-0.052830182172033724,-0.007360641003928858,0.011727156966787833,-0.0024705827520015156,0.004876672615403033,0.002288831615139042,0.017956545603511564
2019-04-30,0.030466777408482137,0.03768966218784153,0.00998295216071643,-5.51704970273903e-4,0.005552932433860347,0.004727054094027405,0.001894217854700564,-0.007485332009871559
