"","Horizon_period","Expected_Return","Std_Dev","VaR","ES","Initial_Value","Expected_Value","Q_5","Q_95"
"Forecast",12,0.0860906767984444,0.0926200737990968,-0.0367039192297784,-0.0469115597030904,10000,10860.9067679844,9283.38402245073,12559.06373049
