"","Horizon_period","Expected_Return","Std_Dev","VaR","ES","Initial_Value","Expected_Value","Q_5","Q_95"
"Forecast",12,0.0821104411597748,0.0836577118780536,-0.0333568342396892,-0.0427154374803965,25000,27052.7610289944,23493.0746742021,30927.21778296
