"","Horizon_period","Expected_Return","Std_Dev","VaR","ES","Initial_Value","Expected_Value","Q_5","Q_95"
"Forecast",12,0.0685283341530751,0.0708860185930594,-0.0287772523772127,-0.0370035704940231,11000,11753.8116756838,10436.3554757795,13167.5703657371
