"","Horizon_period","Expected_Return","Std_Dev","VaR","ES","Initial_Value","Expected_Value","Q_5","Q_95"
"Forecast",12,0.0820135384487237,0.0899106963475035,-0.035409255219182,-0.0451077229289278,10000,10820.1353844872,9300.49271562663,12477.264098583
